Quarter,Market_Vendor,Market_Share
2021Q4,Kupa,0.0
2022Q1,Kupa,0.0
2022Q2,Kupa,0.0
2022Q3,Kupa,0.0
2022Q4,Kupa,0.0
2023Q1,Kupa,0.0
2023Q2,Kupa,0.0
2023Q3,Kupa,0.0
2023Q4,Kupa,0.0
2024Q1,Kupa,0.0
2024Q2,Kupa,0.0
2024Q3,Kupa,0.0
2024Q4,Kupa,0.0
2025Q1,Kupa,0.0
2025Q2,Kupa,0.0
2025Q3,Kupa,0.0
2025Q4,Kupa,0.0
2026Q1,Kupa,0.0
2026Q2,Kupa,0.0
2013Q1,Reeder,0.0
2013Q2,Reeder,0.0
2013Q3,Reeder,0.0
2013Q4,Reeder,0.0
2014Q1,Reeder,0.0
2014Q2,Reeder,0.0
2014Q3,Reeder,0.0
2014Q4,Reeder,0.0
2015Q1,Reeder,0.0
2015Q2,Reeder,0.0
2015Q3,Reeder,0.02
2015Q4,Reeder,0.06
2016Q1,Reeder,0.05
2016Q2,Reeder,0.04
2016Q3,Reeder,0.04
2016Q4,Reeder,0.06
2017Q1,Reeder,0.09
2017Q2,Reeder,0.09
2017Q3,Reeder,0.08
2017Q4,Reeder,0.07
2018Q1,Reeder,0.06
2018Q2,Reeder,0.03
2018Q3,Reeder,0.04
2018Q4,Reeder,0.04
2019Q1,Reeder,0.04
2019Q2,Reeder,0.05
2019Q3,Reeder,0.03
2019Q4,Reeder,0.03
2020Q1,Reeder,0.03
2020Q2,Reeder,0.03
2020Q3,Reeder,0.04
2020Q4,Reeder,0.03
2021Q1,Reeder,0.03
2021Q2,Reeder,0.03
2021Q3,Reeder,0.02
2021Q4,Reeder,0.02
2022Q1,Reeder,0.02
2022Q2,Reeder,0.02
2022Q3,Reeder,0.01
2022Q4,Reeder,0.01
2023Q1,Reeder,0.01
2023Q2,Reeder,0.01
2023Q3,Reeder,0.0
2023Q4,Reeder,0.0
2024Q1,Reeder,0.0
2024Q2,Reeder,0.0
2024Q3,Reeder,0.01
2024Q4,Reeder,0.01
2025Q1,Reeder,0.0
2025Q2,Reeder,0.01
2025Q3,Reeder,0.01
2025Q4,Reeder,0.01
2026Q1,Reeder,0.0
2026Q2,Reeder,0.0
2013Q1,nVidia,0.0
2013Q2,nVidia,0.0
2013Q3,nVidia,0.0
2013Q4,nVidia,0.0
2014Q1,nVidia,0.0
2014Q2,nVidia,0.0
2014Q3,nVidia,0.0
2014Q4,nVidia,0.0
2015Q1,nVidia,0.01
2015Q2,nVidia,0.02
2015Q3,nVidia,0.02
2015Q4,nVidia,0.03
2016Q1,nVidia,0.04
2016Q2,nVidia,0.05
2016Q3,nVidia,0.05
2016Q4,nVidia,0.05
2017Q1,nVidia,0.06
2017Q2,nVidia,0.06
2017Q3,nVidia,0.07
2017Q4,nVidia,0.06
2018Q1,nVidia,0.06
2018Q2,nVidia,0.06
2018Q3,nVidia,0.04
2018Q4,nVidia,0.04
2019Q1,nVidia,0.03
2019Q2,nVidia,0.03
2019Q3,nVidia,0.02
2019Q4,nVidia,0.03
2020Q1,nVidia,0.03
2020Q2,nVidia,0.02
2020Q3,nVidia,0.02
2020Q4,nVidia,0.02
2021Q1,nVidia,0.0
2021Q2,nVidia,0.0
2021Q3,nVidia,0.0
2021Q4,nVidia,0.0
2022Q1,nVidia,0.0
2022Q2,nVidia,0.0
2022Q3,nVidia,0.0
2022Q4,nVidia,0.0
2023Q1,nVidia,0.0
2023Q2,nVidia,0.0
2023Q3,nVidia,0.0
2023Q4,nVidia,0.0
2024Q1,nVidia,0.0
2024Q2,nVidia,0.0
2024Q3,nVidia,0.0
2024Q4,nVidia,0.0
2025Q1,nVidia,0.0
2025Q2,nVidia,0.0
2025Q3,nVidia,0.0
2025Q4,nVidia,0.0
2026Q1,nVidia,0.0
2026Q2,nVidia,0.0
2013Q1,Realme,0.0
2013Q2,Realme,0.0
2013Q3,Realme,0.0
2013Q4,Realme,0.0
2014Q1,Realme,0.0
2014Q2,Realme,0.0
2014Q3,Realme,0.0
2014Q4,Realme,0.0
2015Q1,Realme,0.0
2015Q2,Realme,0.0
2015Q3,Realme,0.0
2015Q4,Realme,0.0
2016Q1,Realme,0.0
2016Q2,Realme,0.0
2016Q3,Realme,0.0
2016Q4,Realme,0.0
2017Q1,Realme,0.0
2017Q2,Realme,0.0
2017Q3,Realme,0.0
2017Q4,Realme,0.0
2018Q1,Realme,0.0
2018Q2,Realme,0.0
2018Q3,Realme,0.0
2018Q4,Realme,0.0
2019Q1,Realme,0.0
2019Q2,Realme,0.0
2019Q3,Realme,0.0
2019Q4,Realme,0.0
2020Q1,Realme,0.0
2020Q2,Realme,0.0
2020Q3,Realme,0.0
2020Q4,Realme,0.0
2021Q1,Realme,0.0
2021Q2,Realme,0.0
2021Q3,Realme,0.0
2021Q4,Realme,0.0
2022Q1,Realme,0.0
2022Q2,Realme,0.0
2022Q3,Realme,0.03
2022Q4,Realme,0.18
2023Q1,Realme,0.2
2023Q2,Realme,0.2
2023Q3,Realme,0.25
2023Q4,Realme,0.21
2024Q1,Realme,0.17
2024Q2,Realme,0.19
2024Q3,Realme,0.33
2024Q4,Realme,0.57
2025Q1,Realme,0.54
2025Q2,Realme,0.7
2025Q3,Realme,0.79
2025Q4,Realme,0.69
2026Q1,Realme,0.55
2026Q2,Realme,0.66
2013Q1,AlcateI,0.0
2013Q2,AlcateI,0.0
2013Q3,AlcateI,0.0
2013Q4,AlcateI,0.0
2014Q1,AlcateI,0.0
2014Q2,AlcateI,0.0
2014Q3,AlcateI,0.0
2014Q4,AlcateI,0.0
2015Q1,AlcateI,0.0
2015Q2,AlcateI,0.0
2015Q3,AlcateI,0.0
2015Q4,AlcateI,0.0
2016Q1,AlcateI,0.0
2016Q2,AlcateI,0.0
2016Q3,AlcateI,0.0
2016Q4,AlcateI,0.0
2017Q1,AlcateI,0.03
2017Q2,AlcateI,0.06
2017Q3,AlcateI,0.08
2017Q4,AlcateI,0.08
2018Q1,AlcateI,0.09
2018Q2,AlcateI,0.11
2018Q3,AlcateI,0.11
2018Q4,AlcateI,0.07
2019Q1,AlcateI,0.06
2019Q2,AlcateI,0.07
2019Q3,AlcateI,0.06
2019Q4,AlcateI,0.08
2020Q1,AlcateI,0.07
2020Q2,AlcateI,0.06
2020Q3,AlcateI,0.05
2020Q4,AlcateI,0.03
2021Q1,AlcateI,0.0
2021Q2,AlcateI,0.0
2021Q3,AlcateI,0.0
2021Q4,AlcateI,0.0
2022Q1,AlcateI,0.0
2022Q2,AlcateI,0.0
2022Q3,AlcateI,0.0
2022Q4,AlcateI,0.0
2023Q1,AlcateI,0.0
2023Q2,AlcateI,0.0
2023Q3,AlcateI,0.0
2023Q4,AlcateI,0.0
2024Q1,AlcateI,0.0
2024Q2,AlcateI,0.0
2024Q3,AlcateI,0.0
2024Q4,AlcateI,0.0
2025Q1,AlcateI,0.0
2025Q2,AlcateI,0.0
2025Q3,AlcateI,0.0
2025Q4,AlcateI,0.0
2026Q1,AlcateI,0.0
2026Q2,AlcateI,0.0
2013Q1,Prestigio,0.01
2013Q2,Prestigio,0.01
2013Q3,Prestigio,0.01
2013Q4,Prestigio,0.0
2014Q1,Prestigio,0.0
2014Q2,Prestigio,0.0
2014Q3,Prestigio,0.0
2014Q4,Prestigio,0.01
2015Q1,Prestigio,0.02
2015Q2,Prestigio,0.02
2015Q3,Prestigio,0.01
2015Q4,Prestigio,0.01
2016Q1,Prestigio,0.01
2016Q2,Prestigio,0.01
2016Q3,Prestigio,0.01
2016Q4,Prestigio,0.01
2017Q1,Prestigio,0.02
2017Q2,Prestigio,0.03
2017Q3,Prestigio,0.03
2017Q4,Prestigio,0.04
2018Q1,Prestigio,0.04
2018Q2,Prestigio,0.05
2018Q3,Prestigio,0.06
2018Q4,Prestigio,0.04
2019Q1,Prestigio,0.03
2019Q2,Prestigio,0.04
2019Q3,Prestigio,0.04
2019Q4,Prestigio,0.04
2020Q1,Prestigio,0.04
2020Q2,Prestigio,0.03
2020Q3,Prestigio,0.03
2020Q4,Prestigio,0.02
2021Q1,Prestigio,0.01
2021Q2,Prestigio,0.04
2021Q3,Prestigio,0.03
2021Q4,Prestigio,0.04
2022Q1,Prestigio,0.06
2022Q2,Prestigio,0.07
2022Q3,Prestigio,0.07
2022Q4,Prestigio,0.06
2023Q1,Prestigio,0.02
2023Q2,Prestigio,0.02
2023Q3,Prestigio,0.0
2023Q4,Prestigio,0.01
2024Q1,Prestigio,0.04
2024Q2,Prestigio,0.04
2024Q3,Prestigio,0.01
2024Q4,Prestigio,0.05
2025Q1,Prestigio,0.01
2025Q2,Prestigio,0.05
2025Q3,Prestigio,0.02
2025Q4,Prestigio,0.01
2026Q1,Prestigio,0.03
2026Q2,Prestigio,0.06
2013Q1,Crius,0.0
2013Q2,Crius,0.0
2013Q3,Crius,0.0
2013Q4,Crius,0.0
2014Q1,Crius,0.0
2014Q2,Crius,0.0
2014Q3,Crius,0.04
2014Q4,Crius,0.04
2015Q1,Crius,0.03
2015Q2,Crius,0.04
2015Q3,Crius,0.05
2015Q4,Crius,0.03
2016Q1,Crius,0.03
2016Q2,Crius,0.03
2016Q3,Crius,0.02
2016Q4,Crius,0.01
2017Q1,Crius,0.01
2017Q2,Crius,0.01
2017Q3,Crius,0.01
2017Q4,Crius,0.01
2018Q1,Crius,0.01
2018Q2,Crius,0.01
2018Q3,Crius,0.0
2018Q4,Crius,0.0
2019Q1,Crius,0.0
2019Q2,Crius,0.0
2019Q3,Crius,0.0
2019Q4,Crius,0.0
2020Q1,Crius,0.0
2020Q2,Crius,0.0
2020Q3,Crius,0.0
2020Q4,Crius,0.0
2021Q1,Crius,0.0
2021Q2,Crius,0.0
2021Q3,Crius,0.0
2021Q4,Crius,0.0
2022Q1,Crius,0.0
2022Q2,Crius,0.0
2022Q3,Crius,0.0
2022Q4,Crius,0.0
2023Q1,Crius,0.0
2023Q2,Crius,0.0
2023Q3,Crius,0.0
2023Q4,Crius,0.0
2024Q1,Crius,0.0
2024Q2,Crius,0.0
2024Q3,Crius,0.0
2024Q4,Crius,0.0
2025Q1,Crius,0.0
2025Q2,Crius,0.0
2025Q3,Crius,0.0
2025Q4,Crius,0.0
2026Q1,Crius,0.0
2026Q2,Crius,0.0
2013Q1,Medion,0.0
2013Q2,Medion,0.0
2013Q3,Medion,0.0
2013Q4,Medion,0.0
2014Q1,Medion,0.0
2014Q2,Medion,0.0
2014Q3,Medion,0.0
2014Q4,Medion,0.0
2015Q1,Medion,0.0
2015Q2,Medion,0.0
2015Q3,Medion,0.0
2015Q4,Medion,0.0
2016Q1,Medion,0.0
2016Q2,Medion,0.0
2016Q3,Medion,0.0
2016Q4,Medion,0.0
2017Q1,Medion,0.01
2017Q2,Medion,0.03
2017Q3,Medion,0.04
2017Q4,Medion,0.05
2018Q1,Medion,0.05
2018Q2,Medion,0.06
2018Q3,Medion,0.07
2018Q4,Medion,0.04
2019Q1,Medion,0.03
2019Q2,Medion,0.06
2019Q3,Medion,0.05
2019Q4,Medion,0.06
2020Q1,Medion,0.07
2020Q2,Medion,0.05
2020Q3,Medion,0.04
2020Q4,Medion,0.04
2021Q1,Medion,0.04
2021Q2,Medion,0.03
2021Q3,Medion,0.03
2021Q4,Medion,0.03
2022Q1,Medion,0.03
2022Q2,Medion,0.03
2022Q3,Medion,0.03
2022Q4,Medion,0.03
2023Q1,Medion,0.02
2023Q2,Medion,0.02
2023Q3,Medion,0.02
2023Q4,Medion,0.02
2024Q1,Medion,0.02
2024Q2,Medion,0.01
2024Q3,Medion,0.01
2024Q4,Medion,0.01
2025Q1,Medion,0.01
2025Q2,Medion,0.01
2025Q3,Medion,0.01
2025Q4,Medion,0.01
2026Q1,Medion,0.01
2026Q2,Medion,0.01
2013Q1,White Label,0.0
2013Q2,White Label,0.0
2013Q3,White Label,0.0
2013Q4,White Label,0.0
2014Q1,White Label,0.0
2014Q2,White Label,0.0
2014Q3,White Label,0.01
2014Q4,White Label,0.02
2015Q1,White Label,0.02
2015Q2,White Label,0.02
2015Q3,White Label,0.02
2015Q4,White Label,0.02
2016Q1,White Label,0.02
2016Q2,White Label,0.02
2016Q3,White Label,0.03
2016Q4,White Label,0.03
2017Q1,White Label,0.02
2017Q2,White Label,0.02
2017Q3,White Label,0.03
2017Q4,White Label,0.03
2018Q1,White Label,0.02
2018Q2,White Label,0.02
2018Q3,White Label,0.03
2018Q4,White Label,0.01
2019Q1,White Label,0.01
2019Q2,White Label,0.01
2019Q3,White Label,0.01
2019Q4,White Label,0.01
2020Q1,White Label,0.01
2020Q2,White Label,0.01
2020Q3,White Label,0.01
2020Q4,White Label,0.01
2021Q1,White Label,0.0
2021Q2,White Label,0.0
2021Q3,White Label,0.0
2021Q4,White Label,0.0
2022Q1,White Label,0.0
2022Q2,White Label,0.0
2022Q3,White Label,0.0
2022Q4,White Label,0.0
2023Q1,White Label,0.0
2023Q2,White Label,0.0
2023Q3,White Label,0.0
2023Q4,White Label,0.0
2024Q1,White Label,0.0
2024Q2,White Label,0.0
2024Q3,White Label,0.0
2024Q4,White Label,0.0
2025Q1,White Label,0.0
2025Q2,White Label,0.01
2025Q3,White Label,0.0
2025Q4,White Label,0.0
2026Q1,White Label,0.0
2026Q2,White Label,0.0
2013Q1,HTC,0.01
2013Q2,HTC,0.01
2013Q3,HTC,0.04
2013Q4,HTC,0.03
2014Q1,HTC,0.03
2014Q2,HTC,0.02
2014Q3,HTC,0.02
2014Q4,HTC,0.02
2015Q1,HTC,0.01
2015Q2,HTC,0.01
2015Q3,HTC,0.02
2015Q4,HTC,0.02
2016Q1,HTC,0.01
2016Q2,HTC,0.02
2016Q3,HTC,0.01
2016Q4,HTC,0.01
2017Q1,HTC,0.01
2017Q2,HTC,0.01
2017Q3,HTC,0.0
2017Q4,HTC,0.0
2018Q1,HTC,0.0
2018Q2,HTC,0.0
2018Q3,HTC,0.0
2018Q4,HTC,0.0
2019Q1,HTC,0.0
2019Q2,HTC,0.0
2019Q3,HTC,0.0
2019Q4,HTC,0.0
2020Q1,HTC,0.0
2020Q2,HTC,0.0
2020Q3,HTC,0.0
2020Q4,HTC,0.0
2021Q1,HTC,0.0
2021Q2,HTC,0.0
2021Q3,HTC,0.0
2021Q4,HTC,0.0
2022Q1,HTC,0.0
2022Q2,HTC,0.0
2022Q3,HTC,0.0
2022Q4,HTC,0.0
2023Q1,HTC,0.0
2023Q2,HTC,0.0
2023Q3,HTC,0.0
2023Q4,HTC,0.0
2024Q1,HTC,0.0
2024Q2,HTC,0.0
2024Q3,HTC,0.0
2024Q4,HTC,0.0
2025Q1,HTC,0.0
2025Q2,HTC,0.0
2025Q3,HTC,0.0
2025Q4,HTC,0.0
2026Q1,HTC,0.0
2026Q2,HTC,0.0
2013Q1,Archos,0.07
2013Q2,Archos,0.05
2013Q3,Archos,0.03
2013Q4,Archos,0.03
2014Q1,Archos,0.02
2014Q2,Archos,0.02
2014Q3,Archos,0.01
2014Q4,Archos,0.01
2015Q1,Archos,0.01
2015Q2,Archos,0.01
2015Q3,Archos,0.01
2015Q4,Archos,0.0
2016Q1,Archos,0.0
2016Q2,Archos,0.0
2016Q3,Archos,0.0
2016Q4,Archos,0.0
2017Q1,Archos,0.0
2017Q2,Archos,0.0
2017Q3,Archos,0.0
2017Q4,Archos,0.0
2018Q1,Archos,0.0
2018Q2,Archos,0.0
2018Q3,Archos,0.0
2018Q4,Archos,0.0
2019Q1,Archos,0.0
2019Q2,Archos,0.0
2019Q3,Archos,0.0
2019Q4,Archos,0.0
2020Q1,Archos,0.0
2020Q2,Archos,0.0
2020Q3,Archos,0.0
2020Q4,Archos,0.0
2021Q1,Archos,0.0
2021Q2,Archos,0.0
2021Q3,Archos,0.0
2021Q4,Archos,0.0
2022Q1,Archos,0.0
2022Q2,Archos,0.0
2022Q3,Archos,0.0
2022Q4,Archos,0.0
2023Q1,Archos,0.0
2023Q2,Archos,0.0
2023Q3,Archos,0.0
2023Q4,Archos,0.0
2024Q1,Archos,0.0
2024Q2,Archos,0.0
2024Q3,Archos,0.0
2024Q4,Archos,0.0
2025Q1,Archos,0.0
2025Q2,Archos,0.0
2025Q3,Archos,0.0
2025Q4,Archos,0.0
2026Q1,Archos,0.0
2026Q2,Archos,0.0
2013Q1,Honor,0.0
2013Q2,Honor,0.0
2013Q3,Honor,0.0
2013Q4,Honor,0.0
2014Q1,Honor,0.0
2014Q2,Honor,0.0
2014Q3,Honor,0.0
2014Q4,Honor,0.0
2015Q1,Honor,0.0
2015Q2,Honor,0.0
2015Q3,Honor,0.0
2015Q4,Honor,0.0
2016Q1,Honor,0.0
2016Q2,Honor,0.0
2016Q3,Honor,0.0
2016Q4,Honor,0.0
2017Q1,Honor,0.0
2017Q2,Honor,0.0
2017Q3,Honor,0.0
2017Q4,Honor,0.0
2018Q1,Honor,0.0
2018Q2,Honor,0.0
2018Q3,Honor,0.0
2018Q4,Honor,0.0
2019Q1,Honor,0.0
2019Q2,Honor,0.0
2019Q3,Honor,0.0
2019Q4,Honor,0.0
2020Q1,Honor,0.0
2020Q2,Honor,0.0
2020Q3,Honor,0.0
2020Q4,Honor,0.0
2021Q1,Honor,0.0
2021Q2,Honor,0.0
2021Q3,Honor,0.0
2021Q4,Honor,0.0
2022Q1,Honor,0.0
2022Q2,Honor,0.0
2022Q3,Honor,0.0
2022Q4,Honor,0.0
2023Q1,Honor,0.0
2023Q2,Honor,0.0
2023Q3,Honor,0.0
2023Q4,Honor,0.09
2024Q1,Honor,0.13
2024Q2,Honor,0.17
2024Q3,Honor,0.3
2024Q4,Honor,0.38
2025Q1,Honor,0.44
2025Q2,Honor,0.5
2025Q3,Honor,0.51
2025Q4,Honor,0.45
2026Q1,Honor,0.5
2026Q2,Honor,0.56
2013Q1,Coolpad,0.0
2013Q2,Coolpad,0.01
2013Q3,Coolpad,0.01
2013Q4,Coolpad,0.01
2014Q1,Coolpad,0.02
2014Q2,Coolpad,0.01
2014Q3,Coolpad,0.02
2014Q4,Coolpad,0.01
2015Q1,Coolpad,0.02
2015Q2,Coolpad,0.02
2015Q3,Coolpad,0.02
2015Q4,Coolpad,0.01
2016Q1,Coolpad,0.01
2016Q2,Coolpad,0.02
2016Q3,Coolpad,0.02
2016Q4,Coolpad,0.01
2017Q1,Coolpad,0.01
2017Q2,Coolpad,0.01
2017Q3,Coolpad,0.01
2017Q4,Coolpad,0.01
2018Q1,Coolpad,0.01
2018Q2,Coolpad,0.01
2018Q3,Coolpad,0.0
2018Q4,Coolpad,0.0
2019Q1,Coolpad,0.0
2019Q2,Coolpad,0.0
2019Q3,Coolpad,0.0
2019Q4,Coolpad,0.0
2020Q1,Coolpad,0.0
2020Q2,Coolpad,0.0
2020Q3,Coolpad,0.0
2020Q4,Coolpad,0.0
2021Q1,Coolpad,0.0
2021Q2,Coolpad,0.0
2021Q3,Coolpad,0.0
2021Q4,Coolpad,0.0
2022Q1,Coolpad,0.0
2022Q2,Coolpad,0.0
2022Q3,Coolpad,0.0
2022Q4,Coolpad,0.0
2023Q1,Coolpad,0.0
2023Q2,Coolpad,0.0
2023Q3,Coolpad,0.0
2023Q4,Coolpad,0.0
2024Q1,Coolpad,0.0
2024Q2,Coolpad,0.0
2024Q3,Coolpad,0.0
2024Q4,Coolpad,0.0
2025Q1,Coolpad,0.0
2025Q2,Coolpad,0.0
2025Q3,Coolpad,0.0
2025Q4,Coolpad,0.0
2026Q1,Coolpad,0.0
2026Q2,Coolpad,0.0
2013Q1,NextBook,0.0
2013Q2,NextBook,0.0
2013Q3,NextBook,0.0
2013Q4,NextBook,0.0
2014Q1,NextBook,0.0
2014Q2,NextBook,0.07
2014Q3,NextBook,0.05
2014Q4,NextBook,0.04
2015Q1,NextBook,0.04
2015Q2,NextBook,0.0
2015Q3,NextBook,0.0
2015Q4,NextBook,0.0
2016Q1,NextBook,0.0
2016Q2,NextBook,0.0
2016Q3,NextBook,0.0
2016Q4,NextBook,0.0
2017Q1,NextBook,0.0
2017Q2,NextBook,0.0
2017Q3,NextBook,0.0
2017Q4,NextBook,0.0
2018Q1,NextBook,0.0
2018Q2,NextBook,0.0
2018Q3,NextBook,0.0
2018Q4,NextBook,0.0
2019Q1,NextBook,0.0
2019Q2,NextBook,0.0
2019Q3,NextBook,0.0
2019Q4,NextBook,0.0
2020Q1,NextBook,0.0
2020Q2,NextBook,0.0
2020Q3,NextBook,0.0
2020Q4,NextBook,0.0
2021Q1,NextBook,0.0
2021Q2,NextBook,0.0
2021Q3,NextBook,0.0
2021Q4,NextBook,0.0
2022Q1,NextBook,0.0
2022Q2,NextBook,0.0
2022Q3,NextBook,0.0
2022Q4,NextBook,0.0
2023Q1,NextBook,0.0
2023Q2,NextBook,0.0
2023Q3,NextBook,0.0
2023Q4,NextBook,0.0
2024Q1,NextBook,0.0
2024Q2,NextBook,0.0
2024Q3,NextBook,0.0
2024Q4,NextBook,0.0
2025Q1,NextBook,0.0
2025Q2,NextBook,0.0
2025Q3,NextBook,0.0
2025Q4,NextBook,0.0
2026Q1,NextBook,0.0
2026Q2,NextBook,0.0
2013Q1,Other,0.12
2013Q2,Other,0.09
2013Q3,Other,0.08
2013Q4,Other,0.08
2014Q1,Other,0.08
2014Q2,Other,0.11
2014Q3,Other,0.09
2014Q4,Other,0.08
2015Q1,Other,0.09
2015Q2,Other,0.1
2015Q3,Other,0.1
2015Q4,Other,0.1
2016Q1,Other,0.1
2016Q2,Other,0.09
2016Q3,Other,0.07
2016Q4,Other,0.09
2017Q1,Other,0.31
2017Q2,Other,0.57
2017Q3,Other,0.6
2017Q4,Other,0.58
2018Q1,Other,0.57
2018Q2,Other,0.53
2018Q3,Other,0.47
2018Q4,Other,0.31
2019Q1,Other,0.25
2019Q2,Other,0.28
2019Q3,Other,0.24
2019Q4,Other,0.23
2020Q1,Other,0.22
2020Q2,Other,0.2
2020Q3,Other,0.2
2020Q4,Other,0.17
2021Q1,Other,0.17
2021Q2,Other,0.15
2021Q3,Other,0.12
2021Q4,Other,0.11
2022Q1,Other,0.29
2022Q2,Other,0.28
2022Q3,Other,0.29
2022Q4,Other,0.3
2023Q1,Other,0.23
2023Q2,Other,0.22
2023Q3,Other,0.19
2023Q4,Other,0.31
2024Q1,Other,0.31
2024Q2,Other,0.39
2024Q3,Other,0.42
2024Q4,Other,0.43
2025Q1,Other,0.45
2025Q2,Other,0.42
2025Q3,Other,0.4
2025Q4,Other,0.32
2026Q1,Other,0.31
2026Q2,Other,0.3
